title,gross,total_gross,distributor,release_date_JP,release_year_JP,title_short,re_released,id,genres,original_language,overview,popularity,production_companies,release_date_World,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,_merge,date_difference,region,anime
My Hero Academia: Two Heroes,6326134,8242562,Toho Company,2018-08-03,2018,myheroacademia:twoheroes,False,505262.0,Animation-Action-Adventure-Fantasy,ja,All Might and Deku accept an invitation to go abroad to a floating and mobile manmade city called 'I-Island' where they research quirks as well as hero supplemental items at the special 'I-Expo' convention that is currently being held on the island. During that time suddenly despite an iron wall of security surrounding the island the system is breached by a villain and the only ones able to stop him are the students of Class 1-A.,97.133,Sony Music Entertainment (Japan)-TOHO-dentsu-BONES-Shueisha-movic-Nippon Television Network Corporation-Yomiuri Telecasting Corporation-Toho Music,2018-08-03,12000000.0,31478826.0,96.0,Released,Who is your hero?,7.921,860.0,Daiki Yamashita-Kenta Miyake-Mirai Shida-Katsuhisa Namase-Nobuhiko Okamoto-Ayane Sakura-Kaito Ishikawa-Yuki Kaji-Marina Inoue-Toshiki Masuda-Ryo Hirohashi-Tasuku Hatanaka-Kei Shindo-Rikiya Koyama-Aoi Yuki-Eri Kitamura-Kaori Nazuka-Mitsuru Ogata-Akio Otsuka-Daigo Yamamoto-Nobuyuki Hayakawa-Genta Aoki-Mami Sugino-Kensuke Sato-Keiji Hirai-Tomomi Kawamura-Kiyotaka Furushima-Tooru Nara-Masakazu Nishida-Yoshimasa Hosoya-Ryohei Kimura-Kenichi Mochizuki-Misuzu Togashi-Takayuki Masuda-Aya Kawakami-Masaya Fukunishi-Wakana Minami-Ryota Iwasaki-Haruka Shamoto-Takahiro Sumi-Hiroaki Okuda-Ayako Kamegai-Aisun Kochu-Ai Kobayashi-Atsuhiro Saito-Risa Joji-Youko Taniguchi-Yuuya Tabata-Honoka Tsumita-Asami Namiki-Yuka Hojo-Yukiko Yamashita,both,0 days,Japan,1
My Hero Academia: Heroes Rising,3680221,15104115,-,2019-12-20,2019,myheroacademia:heroesrising,False,592350.0,Animation-Action-Fantasy-Adventure,ja,Class 1-A visits Nabu Island where they finally get to do some real hero work. The place is so peaceful that it's more like a vacation … until they're attacked by a villain with an unfathomable Quirk! His power is eerily familiar and it looks like Shigaraki had a hand in the plan. But with All Might retired and citizens' lives on the line there's no time for questions. Deku and his friends are the next generation of heroes and they're the island's only hope.,98.749,Sony Music Entertainment (Japan)-TOHO-dentsu-BONES-Shueisha-movic-Nippon Television Network Corporation-Yomiuri Telecasting Corporation-Toho Music,2019-12-20,0.0,29900850.0,104.0,Released,,8.2,1023.0,Daiki Yamashita-Nobuhiko Okamoto-Yoshio Inoue-Mio Imada-Yuka Terasaki-Tomoyo Kurosawa-Yuki Kaji-Kaito Ishikawa-Ayane Sakura-Toshiki Masuda-Yoshimasa Hosoya-Ryo Hirohashi-Marina Inoue-Tasuku Hatanaka-Kei Shindo-Kiyotaka Furushima-Masakazu Nishida-Eri Kitamura-Tooru Nara-Aoi Yuki-Kaori Nazuka-Kosuke Kuwano-Kosuke Miyoshi-Takuma Nagatsuka-Yuichi Nakamura-Kohsuke Toriumi-Shunsuke Takeuchi-Kenta Miyake-Junichi Suwabe-Yasuhiro Takato-Etsuko Kozakura-Tetsu Inada-Masami Iwasaki-Yasuhiro-Koki Uchiyama-Hiro Shimono-Ryo Iwasaki-Tsuguo Mogami-Misato Fukuen-Daichi Endo-Minoru Inaba-Aya Kawakami-Akeno Watanabe-Sachi Kokuryu-Yasunori Matsumoto-Sayaka Kinoshita-Kenji Yamauchi-Motoki Sakuma-Noriko Suzuki-Hiromu Miyazaki-Kei Kawamura-Toshiyuki Hara-Masaaki Ihara-Daisuke Matsubara-Noriaki Kanze-Aya Yamane-Hina Natsume-Chiyuki Miura-Masaru Suzuki-Momoko Soyama-Sonosuke Hattori-Yuri Noguchi-Haruto Kuroki-Wakana Minami-Fumihiro Kojima-Saki Endo-Yuuki Shin-Ayako Kamegai-Kaito Takeda-Chisa Suganuma-Kenta Niikura-Yuya Hozumi-Issei Furuta-Shun Yasuda-Hikaru Yoshihara-Ichiki Rena-Ryo Ito-Keita Inagaki-Atsushi Sakate-Yoshitaka Tokunaga-Fumiaki Tanaka-Yuu Tamura-Kazuki Himeno-Kenki Fukuoka-Shota Horie-Rikiya Matsuda,both,0 days,Japan,1
My Friend 'A',2077769,2264811,Gaga,2018-05-25,2018,myfriend'a',False,,,,,,,,,,,,,,,,left_only,,Unknown,1
My Darling Is a Foreigner,6952571,6952571,Toho Company,2010-04-10,2010,mydarlingisaforeigner,False,48410.0,Comedy-Romance-Drama,ja,Based on a true story. A Japanese girl and an American guy fall in love in Japan. Their relationship will not be easy to manage with their different cultures and their different langages.,5.492,Chubu-nippon Broadcasting-IMJ Entertainment-Toho,2010-04-10,0.0,0.0,100.0,Released,,5.8,14.0,Mao Inoue-Jonathan Sherr-Ryoko Kuninaka-Naho Toda-Jun Kunimura-Shinobu Otake,both,0 days,Japan,0
My Brother Loves Me Too Much,5758464,5758464,Shochiku,2017-07-01,2017,mybrotherlovesmetoomuch,False,465365.0,Comedy-Romance,ja,Setoka Tachibana is a female high school student who has confessed her feelings to other boys 12 times but has been rebuffed each time. Her older brother Haruka Tachibana cares for his younger sister deeply but he keeps secret from her that they are not blood related. One day Setoka's first love Takane Serikawa appears after many years and approaches her.,28.336,AOI Pro.,2017-06-30,0.0,0.0,99.0,Released,,7.6,26.0,Tao Tsuchiya-Ryota Katayose-Yudai Chiba-Takuya Kusakawa-Yosuke Sugino-Ito Ono-Fuju Kamio-YOU-Ai Moritaka-Asuka Kawazu,both,1 days,Japan,0
My Boyfriend in Orange,136177,5039477,Shochiku,2022-07-08,2022,myboyfriendinorange,False,,,,,,,,,,,,,,,,left_only,,Unknown,1
My Blueberry Nights,4290207,4290207,Asmik Ace Entertainment,2008-03-22,2008,myblueberrynights,False,1989.0,Drama-Romance,en,Elizabeth has just been through a particularly nasty breakup and now she's ready to leave her friends and memories behind as she chases her dreams across the country. In order to support herself on her journey Elizabeth picks up a series of waitress jobs along the way. As Elizabeth crosses paths with a series of lost souls whose yearnings are even greater than her own their emotional turmoil ultimately helps her gain a greater understanding of her own problems...,8.671,Block 2 Pictures-Jet Tone Production-StudioCanal-Lou Yi,2007-11-28,10000000.0,21786738.0,95.0,Released,How do you say goodbye to someone you can't imagine living without?,6.4,633.0,Norah Jones-Jude Law-David Strathairn-Rachel Weisz-Natalie Portman-Cat Power-Frankie Faison-Michael Delano-Chad R. Davis-Katya Blumenberg-John Malloy-Demetrius Butler-Adriane Lenox-Benjamin Kanes-Michael Hartnett-Michael May-Jesse Garon-Sam Hill-Tracy Elizabeth Blackwell-Audrei Kairen-Bill Hollis-C. Clayton Blackwell-Hector A. Leguillow-Paula Allen-Nate Bynum-Jan Falk-Marguerite Hibbets-Donald Meyers-Jackie Moore-Alisa Nave-Ben Siler-Kenon Walker,both,115 days,Foreign,0
My Big Fat Greek Wedding,3974438,3974438,-,2003-07-19,2003,mybigfatgreekwedding,False,8346.0,Comedy-Drama-Romance,en,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,12.501,Ontario Film Development Corporation-Gold Circle Films-HBO-MPH Entertainment Productions-Playtone,2002-02-22,5000000.0,368744044.0,95.0,Released,Love is here to stay... so is her family.,6.5,1874.0,Nia Vardalos-John Corbett-Lainie Kazan-Michael Constantine-Andrea Martin-Joey Fatone-Louis Mandylor-Gia Carides-Christina Eleusiniotis-Marita Zouravlioff-Gerry Mendicino-Bess Meisler-Jayne Eastwood-Fiona Reid-Bruce Gray-Frank Falcone-Stavroula Logothettis-Ian Gomez-Petra Wildgoose-John Kalangis-Kaylee Vieira-Melissa Todd-Sarah Osman,both,512 days,Foreign,0
My Back Pages,882185,882185,Asmik Ace Entertainment,2011-05-28,2011,mybackpages,False,876408.0,Drama-Crime,en,Jake Will Fitz and Big Mike spend their nights shoplifting from local gas stations in their rural town in an attempt to escape the boring lives they lead there. After Jake proposes they rob a rich tech investor and things go sideways it's up to each person to try and get out with their lives.,0.6,Oneder Studios,2021-08-12,500.0,557.0,22.0,Released,Don't Do Anything Stupid.,0.0,0.0,Gabe Trotter-Frank Brand-Landon Bjork-Sam Dierberger-Jude Adams-Kelsey Frederick-Noah Anderson,both,3729 days,Foreign,0
Music and Lyrics,3925718,3925718,Warner Bros.,2007-04-21,2007,musicandlyrics,False,11172.0,Comedy-Music-Romance,en,A washed-up '80s pop star gets a chance at a comeback when reigning pop diva Cora Corman invites him to write & record a duet with her but there's a problem--Alex hasn't written a song in years; he's never written lyrics and he has to come up with a hit in a matter of days.,15.266,Village Roadshow Pictures-Castle Rock Entertainment-Reserve Room-Flower Films,2007-02-09,40000000.0,145896422.0,105.0,Released,Share the music with someone you love.,6.401,1476.0,Drew Barrymore-Hugh Grant-Toni Trucks-Brad Garrett-Haley Bennett-Brooke Tansley-Aasif Mandvi-Zak Orth-Scott Porter-Nick Bacon-Andrew Wyatt-Dan McMillan-Tom Foligno-Daniel Stewart Sherman-Matthew Morrison-Jason Antoon-Jeremy Karson-Emma Lesser-Kristen Johnston-Adam Grupper-Charlotte Maier-Lanette Ware-Campbell Scott-Billy Griffith-Kathleen McNenny-Stevie Ray Dallimore-Spenser Leigh-Lou Torres-Kali R. Harrison-Dan Karaty-Chris Moss-Christine Ashley DeJesus-Dana DePalo-Gerard Heintz-Antoine 'Doc' Judkins-Nick Kenkel-Nina Lafarga-Carly Lang-Monique Lea-Gall-Sarah Mitchell-Marielys Molina-Jorge Santos-Seth Stewart-Roel Suasin-Reed Kelly-Ariana Bernstein-Bill Chemerka-Michael Ciesla-Peter Conboy-Jeannine Kaspar-Mark A. Keeton-Bernadette Lords-Suzi Lorraine-Robert Sciglimpaglia-Carlos Velazquez,both,71 days,Foreign,0
Mushi-Shi: The Movie,4194890,4194890,Toshiba Entertainment,2007-03-24,2007,mushi-shi:themovie,False,21959.0,Drama-Science Fiction,ja,Mushi are beings in touch with the essence of life far more basic and pure than normal living things. Most humans are incapable of perceiving Mushi and are oblivious to their existence but there are a few who possess the ability to see and interact with Mushi. One such person is Ginko who travels from place to place to research Mushi and aid people suffering from problems caused by them.,3.793,Bandai Visual-Tohokushinsha Film Corporation-Yahoo! Japan-Ogura Jimusyo Co.-Showgate-Tokyu Recreation,2007-09-20,0.0,0.0,131.0,Released,,6.2,32.0,Joe Odagiri-Nao Omori-Yu Aoi-Makiko Esumi-Reia Moriyama-Makiko Kuno-Rô Naruse-Baku Numata-Reisen Ri-Lily-Hideyuki Inada-Yoshiko Inoue-Ōmiya Ichi,both,180 days,Japan,0
Mushi King-Love and Berry,2962342,3583712,Shochiku,2007-03-21,2007,mushiking-loveandberry,False,,,,,,,,,,,,,,,,left_only,,Unknown,1
Museum,11757642,11757642,Warner Bros.,2016-11-12,2016,museum,False,392681.0,Drama-Thriller,ja,In Tokyo Japan several grotesque murders take place on rainy days. Detective Sawamura who is in charge of the case soon discovers that his own family is connected to the crimes.,13.606,Wowow Films,2016-11-12,0.0,0.0,132.0,Released,The serial killer is laughing in the rain,6.5,60.0,Shun Oguri-Machiko Ono-Shuhei Nomura-Tomomi Maruyama-Tomoko Tabata-Mikako Ichikawa-Masatō Ibu-Nao Omori-Yutaka Matsushige-Satoshi Tsumabuki-Himiko Igarashi,both,0 days,Japan,0
Murder on the Orient Express,4119425,14399942,20th Century Fox International,2017-12-08,2017,murderontheorientexpress,False,392044.0,Drama-Mystery-Crime,en,Genius Belgian detective Hercule Poirot investigates the murder of an American tycoon aboard the Orient Express train.,24.658,The Mark Gordon Company-Scott Free Productions-Genre Films-TSG Entertainment,2017-11-03,55000000.0,352794081.0,114.0,Released,Everyone is a suspect,6.708,8908.0,Kenneth Branagh-Tom Bateman-Michelle Pfeiffer-Johnny Depp-Josh Gad-Willem Dafoe-Judi Dench-Derek Jacobi-Leslie Odom Jr.-Daisy Ridley-Penélope Cruz-Olivia Colman-Lucy Boynton-Marwan Kenzari-Manuel Garcia-Rulfo-Sergei Polunin-Miranda Raison-Phil Dunster-Hayat Kamille-Joseph Long-Gerard Horan-Rami Nasr-Adam Garcia-Ziad Abaza-Asan N'Jie-Ekran Mustafa-Andy Apollo-Sid Sagar-Michael Rouse-Matthew Hawksley-Kate Tydman-Pip Jordan-Yasmin Harrison-Jack Riddiford-Hadley Fraser-Maxime Durand-Yassine Zeroual,both,35 days,Foreign,0
Murder at Shijinso,367247,8934857,-,2019-12-13,2019,murderatshijinso,False,,,,,,,,,,,,,,,,left_only,,Unknown,1
Munich,8421540,8421540,Asmik Ace Entertainment,2006-02-04,2006,munich,False,612.0,Drama-Action-History-Thriller,en,During the 1972 Olympic Games in Munich eleven Israeli athletes are taken hostage and murdered by a Palestinian terrorist group known as Black September. In retaliation the Israeli government recruits a group of Mossad agents to track down and execute those responsible for the attack.,14.962,DreamWorks Pictures-Universal Pictures-Amblin Entertainment-Peninsula Films-Alliance Atlantis-The Kennedy/Marshall Company-Barry Mendel Productions,2005-12-23,70000000.0,130982129.0,164.0,Released,The world was watching in 1972 as 11 Israeli athletes were murdered at the Munich Olympics. This is the story of what happened next.,7.1,2230.0,Eric Bana-Daniel Craig-Ciarán Hinds-Mathieu Kassovitz-Hanns Zischler-Mathieu Amalric-Geoffrey Rush-Ayelet Zurer-Michael Lonsdale-Lynn Cohen-Gila Almagor-Moritz Bleibtreu-Valeria Bruni Tedeschi-Meret Becker-Marie-Josée Croze-Yvan Attal-Ami Weinberg-Amos Lavi-Moshe Ivgy-Raffi Tavor-Sharon Alexander-Samuel Calderon-Oded Teomi-Igal Naor-Mostefa Djadjam-Abdelhafid Metalsi-Lisa Werlinder-Hiam Abbass-Sasha Spielberg-Mouna Soualem-Djemel Barek-Dirar Suleiman-Ziad Adwan-Bijan Daneshmand-Rim Turki-Yonatan Rozen-Jonathan Uziel-Guy Zo-Aretz-Yossi Sagi-Bizawi-Liron Levo-Ohad Knoller-Charley Gilleran-Lyes Salem-Carim Messalti-Hichem Yacoubi-Omar Mostafa-Mahmoud Zemmouri-Souad Amidou-Amrou Al-Kadhi-Omar Metwally-Nasser Memarzia-Karim Quayouh-Mihalis Giannatos-Faruk Pruti-Rad Lazar-Laurence Février-Habir Yahya-Mehdi Nebbou-Hicham Nazzal-Lemir Guerfa-Hisham Suliman-Brian Goodman-Richard Brake-Robert John Burke-Yehuda Levi-Danny Zahavi-Itay Barnea-Elyse Klaits-Nabil Yajjou-Karim Saleh-Merik Tadros-Mousa Kraish-Karim Saidi-Moa Khouas-David A. Hamade-Ben Youcef-Sami Samir-Guri Weinberg-Sam Feuer-Sabi Dorr-Wojciech Machnicki-David Feldman-Ori Pfeffer-Shmuel Edelman-Joseph Sokolsky-Lior Perel-Ossie Beck-Guy Amir-Haguy Wigdor-Jonathan Avigdori-Kevin Collins-Daniel Bess-Baya Belal-Ula Tabari-Saïda Bekkouche-Fettouma Ousliha-Bouamari-Alexander Beyer-Amos Shoov-Rana Werbin-Jane Garioni-Félicité Du Jeu-Gil Soriano-Mordechai Ben-Shachar-Amani Zain-Leda Mansour-Renana Raz-Hagit Dasberg-Patrick Kennedy-Stéphane Freiss-Arturo Arribas-Yaron Motola-Jalil Naciri-Martin Ontrop-Joram Voelklein-Michael Schenk-Andreas Lust-Tom Wlaschiha-Lili Bordán-María Casal-Sonia Hell-Amelia Jacob-Sarah Mennell-Dianne Zaremba-Jim McKay,both,43 days,Foreign,0
Mumon: The Land of Stealth,17952505,17952505,Toho Company,2017-07-01,2017,mumon:thelandofstealth,False,461211.0,War-Action-History-Romance,ja,Raised suckling poison arrows among the sparring Iga ninja factions Mumon (Satoshi Ohno of idol group Arashi) is a carefree 16th-century mercenary. When the ninja council makes a power play to defeat the young Nobukatsu Oda struggling to step into his father’s warlord shoes as they expand rule across the country Mumon jumps into the fray to satisfy his new bride Okuni’s (Satomi Ishihara of Shin Godzilla Attack on Titan) demand that he make good on his promises of wealth. Yet Mumon soon finds what is worth fighting for beyond money or nation. A longtime JAPAN CUTS favorite known for his offbeat dramas Yoshihiro Nakamura (Fish Story Golden Slumber) takes on the jidaigeki epic with his signature sense of play featuring a jazzy soundtrack and fantastical ninja tricks. -JAPAN CUTS: Festival of New Japanese Film,3.081,Degeto Film-Chugoku Broadcasting (RCC)-East Japan Marketing & Communications-CBC-Chunichi Shimbun,2017-07-01,0.0,0.0,125.0,Released,,6.483,29.0,Satoshi Ohno-Satomi Ishihara-Yûsuke Iseya-Ryohei Suzuki-Yuri Chinen-Makita Sports-Yuna Taira-Shinnosuke Mitsushima-Denden-Kitaro-Danshun Tatekawa-Jun Kunimura,both,0 days,Japan,0
